,Total_Insured,County_State,Total_Uninsured,Year,State_Code,County_Code,Poverty_percent_in_County,Total_Poverty_in_County,Uninsured_percent
104,124670,"Mohave County, AZ",17171,2016,4,15,18.3,36665,12.10580862
105,76396,"Navajo County, AZ",12345,2016,4,17,28.2,30379,13.91126988
106,712822,"Pima County, AZ",88068,2016,4,19,18.2,180513,10.99626665
107,275491,"Pinal County, AZ",35200,2016,4,21,15.4,60679,11.3295847
108,31915,"Santa Cruz County, AZ",5598,2016,4,23,20.9,9569,14.92282675
109,135092,"Yavapai County, AZ",19797,2016,4,25,13.3,29418,12.7814112
110,133781,"Yuma County, AZ",23862,2016,4,27,19.3,37850,15.136733
111,13300,"Arkansas County, AR",1300,2016,5,1,18.1,3237,8.904109589
112,14930,"Ashley County, AR",1321,2016,5,3,17.9,3636,8.12873054
113,25905,"Baxter County, AR",2408,2016,5,5,12.7,5144,8.504927065
114,202554,"Benton County, AR",22490,2016,5,7,9.1,23131,9.993601251
115,26899,"Boone County, AR",2501,2016,5,9,15.4,5670,8.506802721
116,7734,"Bradley County, AR",1010,2016,5,11,23.5,2544,11.55077768
117,3547,"Calhoun County, AR",335,2016,5,13,17.1,847,8.629572385
118,18244,"Carroll County, AR",2967,2016,5,15,17.2,4684,13.98802508
119,7235,"Chicot County, AR",757,2016,5,17,30.1,3066,9.471971972
120,14798,"Clark County, AR",1371,2016,5,19,22.3,4406,8.479188571
121,10470,"Clay County, AR",1030,2016,5,21,19.1,2807,8.956521739
122,16744,"Cleburne County, AR",1774,2016,5,23,16.3,4047,9.579868236
123,6117,"Cleveland County, AR",509,2016,5,25,15.8,1295,7.681859342
124,16550,"Columbia County, AR",1627,2016,5,27,24.2,5330,8.950871981
125,15298,"Conway County, AR",1470,2016,5,29,18.9,3903,8.766698473
126,79935,"Craighead County, AR",8402,2016,5,31,16.2,16548,9.511303304
127,46784,"Crawford County, AR",5088,2016,5,33,16.8,10322,9.808760025
128,38589,"Crittenden County, AR",3019,2016,5,35,25.5,12314,7.255816189
129,12588,"Cross County, AR",1169,2016,5,37,19.4,3252,8.497492186
130,5041,"Dallas County, AR",442,2016,5,39,20.8,1464,8.061280321
131,8630,"Desha County, AR",903,2016,5,41,26.5,3125,9.472359173
132,13267,"Drew County, AR",1371,2016,5,43,19.2,3387,9.366033611
133,95488,"Faulkner County, AR",8558,2016,5,45,16,18782,8.225208081
134,12866,"Franklin County, AR",1367,2016,5,47,17.9,3103,9.604440385
135,7999,"Fulton County, AR",809,2016,5,49,23.2,2767,9.184831971
136,66835,"Garland County, AR",7596,2016,5,51,17.8,17037,10.20542516
137,13980,"Grant County, AR",1005,2016,5,53,11.5,2062,6.706706707
138,34396,"Greene County, AR",2970,2016,5,55,15.3,6709,7.948402291
139,15950,"Hempstead County, AR",1951,2016,5,57,20.7,4483,10.89883247
140,23188,"Hot Spring County, AR",1962,2016,5,59,14.7,4541,7.801192843
141,9576,"Howard County, AR",1301,2016,5,61,18.7,2455,11.96101866
142,27090,"Independence County, AR",2818,2016,5,63,15.9,5727,9.422228166
143,8089,"Izard County, AR",1040,2016,5,65,20.1,2492,11.3922664
144,10925,"Jackson County, AR",1089,2016,5,67,24.1,3587,9.064424838
145,49374,"Jefferson County, AR",4002,2016,5,69,23.3,15094,7.497751799
146,18646,"Johnson County, AR",2575,2016,5,71,18.4,4699,12.13420668
147,4648,"Lafayette County, AR",522,2016,5,73,27.4,1838,10.0967118
148,11809,"Lawrence County, AR",1066,2016,5,75,20,3207,8.27961165
149,5310,"Lee County, AR",514,2016,5,77,35.9,2701,8.825549451
150,7158,"Lincoln County, AR",849,2016,5,79,27.6,2726,10.60322218
151,8960,"Little River County, AR",862,2016,5,81,17.5,2148,8.776216656
152,15667,"Logan County, AR",1485,2016,5,83,18.2,3867,8.657882463
153,57935,"Lonoke County, AR",4793,2016,5,85,12.4,8881,7.640925902
154,11304,"Madison County, AR",1685,2016,5,87,18.3,2910,12.97251521
155,10540,"Marion County, AR",1115,2016,5,89,20.7,3342,9.566709567
156,32578,"Miller County, AR",2992,2016,5,91,22.4,9504,8.411582794
157,32703,"Mississippi County, AR",3061,2016,5,93,24.6,10307,8.558886031
158,4943,"Monroe County, AR",518,2016,5,95,27,1909,9.485442227
159,5720,"Montgomery County, AR",722,2016,5,97,22.4,1956,11.20769947
160,6010,"Nevada County, AR",543,2016,5,99,20.4,1680,8.286281093
161,5224,"Newton County, AR",580,2016,5,101,19.9,1566,9.993108201
162,17669,"Ouachita County, AR",1382,2016,5,103,24.7,5849,7.254212377
163,7410,"Perry County, AR",802,2016,5,105,16.9,1689,9.766195811
164,13937,"Phillips County, AR",1260,2016,5,107,32.3,6042,8.291110088
165,7465,"Pike County, AR",1097,2016,5,109,18.2,1927,12.812427
166,17589,"Poinsett County, AR",1822,2016,5,111,22.7,5352,9.386430375
167,13597,"Polk County, AR",1878,2016,5,113,23.4,4660,12.13570275
168,45678,"Pope County, AR",5014,2016,5,115,17.5,10433,9.891107078
169,5615,"Prairie County, AR",670,2016,5,117,17.8,1441,10.66030231
170,303275,"Pulaski County, AR",26186,2016,5,119,17.2,66302,7.948133466
171,12355,"Randolph County, AR",1230,2016,5,121,18.9,3229,9.054103791
172,16396,"St. Francis County, AR",1652,2016,5,123,31.6,6973,9.153368794
173,91415,"Saline County, AR",6225,2016,5,125,8.7,10160,6.375460877
174,7275,"Scott County, AR",908,2016,5,127,19.7,1991,11.096175
175,5322,"Searcy County, AR",589,2016,5,129,23.1,1814,9.964473016
176,93755,"Sebastian County, AR",12637,2016,5,131,16.9,21232,11.87777276
177,11615,"Sevier County, AR",2690,2016,5,133,20.8,3465,18.80461377
178,11274,"Sharp County, AR",1286,2016,5,135,21.3,3610,10.2388535
179,8029,"Stone County, AR",1016,2016,5,137,21.8,2697,11.23272526
180,29773,"Union County, AR",2807,2016,5,139,19.3,7603,8.615715163
181,10958,"Van Buren County, AR",1301,2016,5,141,16.7,2737,10.61261114
182,170962,"Washington County, AR",23998,2016,5,143,15.8,34567,12.30919163
183,57988,"White County, AR",5486,2016,5,145,15.7,11843,8.642908908
184,4486,"Woodruff County, AR",542,2016,5,147,26.3,1712,10.77963405
185,15257,"Yell County, AR",2250,2016,5,149,18,3817,12.85200206
186,1338971,"Alameda County, CA",74359,2016,6,1,10.7,173386,5.261262409
187,770,"Alpine County, CA",59,2016,6,3,18.6,199,7.117008444
188,23187,"Amador County, CA",1479,2016,6,5,11.3,3846,5.996108003
189,169367,"Butte County, CA",12937,2016,6,7,19.5,43428,7.09638845
190,30925,"Calaveras County, CA",2068,2016,6,9,13.1,5833,6.267996242
191,16374,"Colusa County, CA",1969,2016,6,11,11.1,2375,10.73434008
192,905168,"Contra Costa County, CA",57151,2016,6,13,8.7,97573,5.938883052
193,18540,"Del Norte County, CA",1546,2016,6,15,23.7,5842,7.696903316
194,141343,"El Dorado County, CA",8005,2016,6,17,8.7,16073,5.359964646
195,763337,"Fresno County, CA",79068,2016,6,19,25.5,245131,9.385984176
196,21013,"Glenn County, CA",2301,2016,6,21,16.7,4632,9.869606245
197,101458,"Humboldt County, CA",9218,2016,6,23,20,26632,8.328815642
198,135603,"Imperial County, CA",12317,2016,6,25,23.6,40601,8.326798269
199,12600,"Inyo County, CA",1180,2016,6,27,12.3,2184,8.563134978
200,694906,"Kern County, CA",61640,2016,6,29,22.4,190993,8.147554808
201,108914,"Kings County, CA",9837,2016,6,31,17.4,23247,8.283719716
202,44977,"Lake County, CA",4263,2016,6,33,20.7,13065,8.657595451
203,18309,"Lassen County, CA",936,2016,6,35,17.6,4085,4.863600935
204,7757894,"Los Angeles County, CA",926957,2016,6,37,16.3,1629450,10.67326313
205,113458,"Madera County, CA",12189,2016,6,39,20.4,30029,9.700987688
206,191817,"Marin County, CA",10687,2016,6,41,7.8,19932,5.277426619
207,11773,"Mariposa County, CA",990,2016,6,43,17.9,3077,7.756796991
208,61684,"Mendocino County, CA",6772,2016,6,45,19,16366,9.892485684
209,212638,"Merced County, CA",19424,2016,6,47,20.3,53417,8.370176935
210,5814,"Modoc County, CA",637,2016,6,49,18.4,1571,9.874438072
211,10652,"Mono County, CA",1221,2016,6,51,11.5,1583,10.28383728
212,322135,"Monterey County, CA",39855,2016,6,53,12.9,53898,11.00997265
213,105540,"Napa County, CA",8215,2016,6,55,7.9,10958,7.221660586
214,68466,"Nevada County, CA",5060,2016,6,57,10.9,10662,6.881919321
215,2485126,"Orange County, CA",221792,2016,6,59,11.1,348173,8.193524887
216,294445,"Placer County, CA",14032,2016,6,61,7.2,27340,4.548799424
217,12594,"Plumas County, CA",947,2016,6,63,12.6,2312,6.993575068
218,1825108,"Riverside County, CA",197822,2016,6,65,15.3,359774,9.778983949
219,1216540,"Sacramento County, CA",75034,2016,6,67,16.3,243760,5.809500656
220,48065,"San Benito County, CA",3836,2016,6,69,10.5,6206,7.390994393
221,1692779,"San Bernardino County, CA",169236,2016,6,71,17.6,369012,9.088863409
222,2559311,"San Diego County, CA",226877,2016,6,73,12.4,400028,8.14291785
223,699076,"San Francisco County, CA",34411,2016,6,75,10.2,87690,4.691426024
224,584430,"San Joaquin County, CA",45873,2016,6,77,14.6,105268,7.277928235
225,200642,"San Luis Obispo County, CA",15158,2016,6,79,11,29345,7.024096386
226,614941,"San Mateo County, CA",33832,2016,6,81,6.6,50438,5.214766952
227,326644,"Santa Barbara County, CA",37611,2016,6,83,13.9,59468,10.32545881
228,1578355,"Santa Clara County, CA",84393,2016,6,85,9.3,175627,5.075513547
229,207294,"Santa Cruz County, CA",15954,2016,6,87,13.4,35339,7.146312621
230,131778,"Shasta County, CA",9511,2016,6,89,17.2,30359,6.731592693
231,1929,"Sierra County, CA",147,2016,6,91,14.4,419,7.080924855
232,29914,"Siskiyou County, CA",2637,2016,6,93,18.8,8109,8.101133606
233,343692,"Solano County, CA",22453,2016,6,95,11.4,48701,6.132270002
234,375192,"Sonoma County, CA",30544,2016,6,97,9.4,46604,7.528047795
235,435031,"Stanislaus County, CA",31825,2016,6,99,14.5,77913,6.816877153
236,73643,"Sutter County, CA",7650,2016,6,101,17.1,16390,9.41040434
237,46832,"Tehama County, CA",3921,2016,6,103,20.9,13060,7.725651686
238,8513,"Trinity County, CA",854,2016,6,105,21.3,2668,9.11711327
239,361677,"Tulare County, CA",39771,2016,6,107,24.7,112387,9.906887069
240,35197,"Tuolumne County, CA",2249,2016,6,109,15.4,7781,6.005981947
241,648746,"Ventura County, CA",69811,2016,6,111,9.8,81792,9.71544359
242,169161,"Yolo County, CA",12177,2016,6,113,19,39303,6.715084538
243,60085,"Yuba County, CA",4607,2016,6,115,16.6,12288,7.121436963
244,389525,"Adams County, CO",52929,2016,8,1,11.7,57811,11.9625995
245,11414,"Alamosa County, CO",1658,2016,8,3,24.8,3816,12.68359853
246,506364,"Arapahoe County, CO",47210,2016,8,5,9,56898,8.52821845
247,8290,"Archuleta County, CO",1314,2016,8,7,12,1523,13.68179925
248,2223,"Baca County, CO",373,2016,8,9,20.2,702,14.36825886
249,2663,"Bent County, CO",379,2016,8,11,34.1,1358,12.45890861
250,251524,"Boulder County, CO",19445,2016,8,13,10.8,33749,7.176097635
251,55247,"Broomfield County, CO",2946,2016,8,14,5.3,3518,5.062464558
252,12015,"Chaffee County, CO",1174,2016,8,15,11.4,2009,8.901357192
253,1264,"Cheyenne County, CO",196,2016,8,17,14,252,13.42465753
254,7105,"Clear Creek County, CO",471,2016,8,19,8.1,753,6.217001056
255,5912,"Conejos County, CO",601,2016,8,21,22.7,1836,9.227698449
256,2263,"Costilla County, CO",391,2016,8,23,30.4,1128,14.73247928
257,2201,"Crowley County, CO",198,2016,8,25,48,1471,8.253438933
258,2643,"Custer County, CO",364,2016,8,27,13.6,605,12.10508813
259,19967,"Delta County, CO",2291,2016,8,29,17.8,5300,10.29292839
260,539608,"Denver County, CO",61876,2016,8,31,14,95232,10.28722294
261,1388,"Dolores County, CO",170,2016,8,33,13.2,271,10.9114249
262,284150,"Douglas County, CO",10784,2016,8,35,3.4,11114,3.656411265
263,42477,"Eagle County, CO",6276,2016,8,37,7.9,4239,12.87305397
264,19752,"Elbert County, CO",1572,2016,8,39,6,1516,7.371975239
265,545679,"El Paso County, CO",41408,2016,8,41,11.5,76997,7.053128412
266,26964,"Fremont County, CO",2535,2016,8,43,17.5,6861,8.593511644
267,43341,"Garfield County, CO",7830,2016,8,45,9.1,5276,15.30163569
268,4784,"Gilpin County, CO",233,2016,8,47,7.5,440,4.644209687
269,11436,"Grand County, CO",1217,2016,8,49,8.2,1220,9.618272346
270,12082,"Gunnison County, CO",1406,2016,8,51,13.8,2128,10.42408066
271,516,"Hinsdale County, CO",69,2016,8,53,10,77,11.79487179
272,4096,"Huerfano County, CO",391,2016,8,55,21.9,1425,8.714062848
273,893,"Jackson County, CO",158,2016,8,57,14.1,191,15.03330162
274,446728,"Jefferson County, CO",31818,2016,8,59,7,39397,6.648890598
275,921,"Kiowa County, CO",109,2016,8,61,13.9,189,10.58252427
276,5026,"Kit Carson County, CO",759,2016,8,63,14.3,1023,13.12013829
277,5763,"Lake County, CO",791,2016,8,65,14.6,1093,12.06896552
278,40550,"La Plata County, CO",4671,2016,8,67,10.9,5861,10.3292718
279,262616,"Larimer County, CO",20618,2016,8,69,11.2,37023,7.279493281
280,8988,"Las Animas County, CO",1029,2016,8,71,21.6,2869,10.27253669
281,3292,"Lincoln County, CO",380,2016,8,73,18.1,834,10.34858388
282,13459,"Logan County, CO",1609,2016,8,75,16.4,3056,10.67825856
283,108313,"Mesa County, CO",11151,2016,8,77,15,21922,9.334192728
284,476,"Mineral County, CO",45,2016,8,79,9.3,68,8.637236084
285,10090,"Moffat County, CO",1098,2016,8,81,12.9,1676,9.814086521
286,18421,"Montezuma County, CO",2872,2016,8,83,15.1,4031,13.48800075
287,27797,"Montrose County, CO",3954,2016,8,85,16.4,6716,12.45315108
288,20411,"Morgan County, CO",2773,2016,8,87,11.7,3221,11.96083506
289,12659,"Otero County, CO",1491,2016,8,89,23.6,4209,10.53710247
290,3261,"Ouray County, CO",334,2016,8,91,8.8,426,9.290681502
291,12595,"Park County, CO",1439,2016,8,93,9.2,1572,10.25366966
292,2884,"Phillips County, CO",415,2016,8,95,11.5,484,12.57956957
293,12935,"Pitkin County, CO",1773,2016,8,97,6.9,1227,12.05466413
294,8324,"Prowers County, CO",1237,2016,8,99,20.9,2421,12.9379772
295,121171,"Pueblo County, CO",10306,2016,8,101,19.9,32053,7.838633373
296,4807,"Rio Blanco County, CO",501,2016,8,103,9.5,591,9.438583271
297,7897,"Rio Grande County, CO",1095,2016,8,105,17.5,1972,12.1774911
298,19357,"Routt County, CO",1775,2016,8,107,7.2,1766,8.39958357
299,4084,"Saguache County, CO",864,2016,8,109,27.6,1757,17.46160065
300,478,"San Juan County, CO",53,2016,8,111,15.5,107,9.981167608
301,6198,"San Miguel County, CO",803,2016,8,113,10.1,811,11.46979003
302,1580,"Sedgwick County, CO",200,2016,8,115,14.8,352,11.23595506
303,23683,"Summit County, CO",2971,2016,8,117,7.9,2398,11.14654461
304,17691,"Teller County, CO",1474,2016,8,119,9.5,2278,7.691103574
305,3313,"Washington County, CO",363,2016,8,121,14.3,674,9.874863983
306,232777,"Weld County, CO",22269,2016,8,123,11.5,33377,8.731366107
307,7057,"Yuma County, CO",974,2016,8,125,12.3,1207,12.12800398
308,729851,"Fairfield County, CT",62457,2016,9,1,8.6,79966,7.882919269
309,692864,"Hartford County, CT",36306,2016,9,3,10.9,95010,4.97908581
310,139452,"Litchfield County, CT",6805,2016,9,5,7.2,12952,4.652768756
311,124640,"Middlesex County, CT",5099,2016,9,7,7.9,12513,3.930198321
312,656167,"New Haven County, CT",38926,2016,9,9,11.4,94687,5.600113942
313,204922,"New London County, CT",9730,2016,9,11,9.3,23961,4.532918398
314,110631,"Tolland County, CT",4116,2016,9,13,7.2,9786,3.587021883
315,89636,"Windham County, CT",4819,2016,9,15,11.9,13297,5.101900376
316,131180,"Kent County, DE",10761,2016,10,1,13.6,23060,7.581318999
317,433597,"New Castle County, DE",26342,2016,10,3,11.3,61319,5.727281226
318,147018,"Sussex County, DE",14391,2016,10,5,11.6,25212,8.91585971
319,546995,District of Columbia,23274,2016,11,1,18.5,119778,4.08123184
320,189784,"Alachua County, FL",26422,2016,12,1,22.3,55990,12.22075243
321,19259,"Baker County, FL",2438,2016,12,3,17.2,4329,11.23657649
322,128436,"Bay County, FL",21705,2016,12,5,14.9,26845,14.45641097
323,16622,"Bradford County, FL",2247,2016,12,7,18.6,4392,11.90842122
324,382145,"Brevard County, FL",57971,2016,12,9,14.7,84028,13.17175472
325,1344441,"Broward County, FL",242930,2016,12,11,13.5,256027,15.30392076
326,8691,"Calhoun County, FL",1453,2016,12,13,21.9,2742,14.32373817
327,90276,"Charlotte County, FL",16698,2016,12,15,12.6,22087,15.60940042
328,77248,"Citrus County, FL",13377,2016,12,17,16.6,23472,14.76082759
329,157348,"Clay County, FL",19204,2016,12,19,9.6,19785,10.87724863
330,195219,"Collier County, FL",53731,2016,12,21,11.4,41076,21.5830488
331,45605,"Columbia County, FL",6595,2016,12,23,17.8,11449,12.63409962
332,19349,"DeSoto County, FL",5782,2016,12,27,28.6,9323,23.00744101
333,9231,"Dixie County, FL",1657,2016,12,29,25.4,3697,15.21858927
334,681720,"Duval County, FL",100346,2016,12,31,14.5,131327,12.8308864
335,217068,"Escambia County, FL",28046,2016,12,33,15.2,45044,11.4420229
336,64046,"Flagler County, FL",11600,2016,12,35,11.2,11997,15.33458478
337,6367,"Franklin County, FL",1145,2016,12,37,23.1,2337,15.24227902
338,29814,"Gadsden County, FL",5469,2016,12,39,20.6,8906,15.50038262
339,11037,"Gilchrist County, FL",2033,2016,12,41,17.3,2825,15.55470543
340,6349,"Glades County, FL",2199,2016,12,43,21.5,2672,25.72531586
341,8378,"Gulf County, FL",1295,2016,12,45,23.5,2958,13.38778042
342,7930,"Hamilton County, FL",1337,2016,12,47,28.9,3363,14.42753858
343,16726,"Hardee County, FL",4470,2016,12,49,23.8,6081,21.0888847
344,25019,"Hendry County, FL",8284,2016,12,51,25.1,9712,24.87463592
345,111492,"Hernando County, FL",18946,2016,12,53,15.4,27794,14.52490839
346,52996,"Highlands County, FL",11995,2016,12,55,19.1,19035,18.45640166
347,1004523,"Hillsborough County, FL",163713,2016,12,57,15,203350,14.01369244
348,11740,"Holmes County, FL",2204,2016,12,59,24.2,4276,15.80608147
349,86545,"Indian River County, FL",15952,2016,12,61,12.3,18518,15.56338234
350,27184,"Jackson County, FL",4434,2016,12,63,22.6,9045,14.02365741
351,8478,"Jefferson County, FL",1295,2016,12,65,18.9,2398,13.250793
352,4508,"Lafayette County, FL",1145,2016,12,67,23.3,1609,20.254732
353,209483,"Lake County, FL",34599,2016,12,69,11.8,39212,14.17515425
354,427719,"Lee County, FL",88839,2016,12,71,12.8,91333,17.19826234
355,214530,"Leon County, FL",24285,2016,12,73,19,52124,10.16895924
356,24882,"Levy County, FL",5183,2016,12,75,21.4,8467,17.23931482
357,4438,"Liberty County, FL",754,2016,12,77,23.6,1468,14.52234206
358,10977,"Madison County, FL",1863,2016,12,79,31.9,5205,14.50934579
359,233802,"Manatee County, FL",40663,2016,12,81,12.7,47042,14.81536808
360,201971,"Marion County, FL",38184,2016,12,83,17.4,58992,15.89973142
361,90264,"Martin County, FL",17598,2016,12,85,11.3,17584,16.31529176
362,1800077,"Miami-Dade County, FL",433868,2016,12,86,18.2,487700,19.42160617
363,47984,"Monroe County, FL",11798,2016,12,87,11.5,8801,19.7350373
364,55805,"Nassau County, FL",7436,2016,12,89,10.3,8242,11.75819484
365,145371,"Okaloosa County, FL",20013,2016,12,91,10.7,21032,12.10092875
366,23436,"Okeechobee County, FL",6527,2016,12,93,20.2,7547,21.78353302
367,967613,"Orange County, FL",169689,2016,12,95,16.3,209800,14.9203114
368,243873,"Osceola County, FL",43003,2016,12,97,14.8,49326,14.99010025
369,912972,"Palm Beach County, FL",177174,2016,12,99,12.6,178918,16.2523185
370,333419,"Pasco County, FL",57994,2016,12,101,13.3,66980,14.81657482
371,622672,"Pinellas County, FL",100659,2016,12,103,13.3,125923,13.91603567
372,437797,"Polk County, FL",81205,2016,12,105,16.4,106703,15.64637516
373,45852,"Putnam County, FL",9034,2016,12,107,21.5,15220,16.45957075
374,170851,"St. Johns County, FL",18115,2016,12,109,7.7,17838,9.586380619
375,189806,"St. Lucie County, FL",41398,2016,12,111,17,51657,17.90539956
376,123440,"Santa Rosa County, FL",15413,2016,12,113,10.6,17308,11.1002283
377,222631,"Sarasota County, FL",41532,2016,12,115,10.8,43904,15.72211097
378,338414,"Seminole County, FL",46722,2016,12,117,11.4,51750,12.13129907
379,40909,"Sumter County, FL",5436,2016,12,119,10.5,12115,11.72942065
380,26153,"Suwannee County, FL",5542,2016,12,121,20.4,8244,17.48540779
381,12861,"Taylor County, FL",2105,2016,12,123,22.5,4291,14.06521449
382,7553,"Union County, FL",978,2016,12,125,24.7,2512,11.46407221
383,332985,"Volusia County, FL",57998,2016,12,127,14.2,73420,14.83389303
384,21298,"Wakulla County, FL",2813,2016,12,129,13.1,3728,11.66687404
385,42168,"Walton County, FL",9012,2016,12,131,13.1,8331,17.6084408
386,14992,"Washington County, FL",2644,2016,12,133,22.8,5026,14.99206169
387,12329,"Appling County, GA",2635,2016,13,1,19.7,3542,17.60892809
388,5386,"Atkinson County, GA",1717,2016,13,3,26.4,2176,24.1728847
389,7611,"Bacon County, GA",1742,2016,13,5,22.9,2524,18.62504009
390,2116,"Baker County, GA",405,2016,13,7,27.8,871,16.06505355
391,28115,"Baldwin County, GA",4975,2016,13,9,26,10273,15.0347537
392,12648,"Banks County, GA",2633,2016,13,11,15.5,2845,17.23054774
393,56259,"Barrow County, GA",11640,2016,13,13,12.9,9888,17.14310962
394,74604,"Bartow County, GA",14515,2016,13,15,15.1,15442,16.28721148
395,11934,"Ben Hill County, GA",2168,2016,13,17,26.4,4467,15.37370586
396,12917,"Berrien County, GA",2663,2016,13,19,22.3,4179,17.09242619
397,106223,"Bibb County, GA",17332,2016,13,21,26.3,38547,14.02776092
398,8131,"Bleckley County, GA",1297,2016,13,23,21.7,2514,13.75689436
399,12699,"Brantley County, GA",2724,2016,13,25,20.8,3795,17.66193348
400,9940,"Brooks County, GA",2470,2016,13,27,24.9,3854,19.90330379
401,28396,"Bryan County, GA",4021,2016,13,29,9.6,3456,12.40398556
402,50791,"Bulloch County, GA",10427,2016,13,31,24,16650,17.03257212
403,16436,"Burke County, GA",2541,2016,13,33,26.7,5986,13.38989303
404,15135,"Butts County, GA",2516,2016,13,35,17,3586,14.25414991
405,3106,"Calhoun County, GA",721,2016,13,37,33,1541,18.83982232
406,38128,"Camden County, GA",6004,2016,13,39,15,7573,13.60464062
407,6975,"Candler County, GA",1802,2016,13,43,25,2647,20.53093312
408,82089,"Carroll County, GA",15113,2016,13,45,14.9,16713,15.54803399
409,48120,"Catoosa County, GA",7068,2016,13,47,12.9,8505,12.80713199
410,7098,"Charlton County, GA",1203,2016,13,49,27.2,2725,14.49222985
411,200422,"Chatham County, GA",34422,2016,13,51,16.6,45636,14.65738959
412,6266,"Chattahoochee County, GA",834,2016,13,53,21.5,1639,11.74647887
413,16029,"Chattooga County, GA",3337,2016,13,55,20.1,4716,17.23122999
414,180479,"Cherokee County, GA",29188,2016,13,57,7.5,17948,13.92112254
415,85733,"Clarke County, GA",15722,2016,13,59,27.9,31950,15.49652555
416,1822,"Clay County, GA",368,2016,13,61,35.2,1040,16.80365297
417,204516,"Clayton County, GA",42566,2016,13,63,20.8,57057,17.22747914
418,4752,"Clinch County, GA",907,2016,13,65,26,1752,16.02756671
419,563898,"Cobb County, GA",90699,2016,13,67,10,73446,13.85570053
420,27820,"Coffee County, GA",6281,2016,13,69,23,9153,18.4188147
421,29357,"Colquitt County, GA",8649,2016,13,71,25,11252,22.75693312
422,117272,"Columbia County, GA",12237,2016,13,73,7.2,10512,9.448764179
423,11746,"Cook County, GA",2599,2016,13,75,25.1,4268,18.11781108
424,107897,"Coweta County, GA",14075,2016,13,77,9.9,13867,11.53953366
425,8359,"Crawford County, GA",1626,2016,13,79,19.3,2355,16.28442664
426,15467,"Crisp County, GA",2809,2016,13,81,30.3,6751,15.369884
427,10646,"Dade County, GA",1773,2016,13,83,15.6,2377,14.2765118
428,15847,"Dawson County, GA",3039,2016,13,85,10.2,2373,16.09128455
429,17758,"Decatur County, GA",3647,2016,13,87,29.9,7716,17.03807522
430,544912,"DeKalb County, GA",98243,2016,13,89,17.5,127476,15.27516695
431,12993,"Dodge County, GA",2588,2016,13,91,25.2,4730,16.60997369
432,7800,"Dooly County, GA",1696,2016,13,93,28.5,3386,17.86015164
433,61472,"Dougherty County, GA",11430,2016,13,95,30.5,26389,15.67858221
434,106982,"Douglas County, GA",18103,2016,13,97,12.9,18191,14.47255866
435,6971,"Early County, GA",1229,2016,13,99,31.4,3210,14.98780488
436,2521,"Echols County, GA",922,2016,13,101,23.2,913,26.77897183
437,45726,"Effingham County, GA",6031,2016,13,103,10.3,5949,11.65253009
438,12523,"Elbert County, GA",2538,2016,13,105,22.3,4197,16.85147069
439,14811,"Emanuel County, GA",3066,2016,13,107,27.4,5911,17.15052861
440,6948,"Evans County, GA",1531,2016,13,109,24.4,2500,18.05637457
441,14715,"Fannin County, GA",3283,2016,13,111,14.1,3485,18.24091566
442,83206,"Fayette County, GA",9056,2016,13,113,6,6671,9.815525352
443,64839,"Floyd County, GA",12532,2016,13,115,15.8,14596,16.19728322
444,177003,"Forsyth County, GA",19170,2016,13,117,5.7,12468,9.771986971
445,14060,"Franklin County, GA",3260,2016,13,119,21.4,4614,18.8221709
446,766475,"Fulton County, GA",114269,2016,13,121,16,159400,12.97414459
447,17335,"Gilmer County, GA",5204,2016,13,123,15.2,4490,23.08886818
448,2135,"Glascock County, GA",315,2016,13,125,18.5,539,12.85714286
449,55874,"Glynn County, GA",11809,2016,13,127,19.1,15916,17.44751267
450,38487,"Gordon County, GA",9670,2016,13,129,16.1,9020,20.08015449
451,16201,"Grady County, GA",3951,2016,13,131,21,5169,19.60599444
452,9765,"Greene County, GA",2253,2016,13,133,18.2,3067,18.74687968
453,680713,"Gwinnett County, GA",136064,2016,13,135,11.3,102033,16.65864734
454,27557,"Habersham County, GA",6342,2016,13,137,15.6,6500,18.70851648
455,132610,"Hall County, GA",33060,2016,13,139,13.7,26561,19.95533289
456,4784,"Hancock County, GA",761,2016,13,141,33.5,2453,13.72407574
457,20557,"Haralson County, GA",3575,2016,13,143,18.5,5306,14.81435438
458,24518,"Harris County, GA",2925,2016,13,145,8.7,2883,10.65845571
459,16360,"Hart County, GA",3153,2016,13,147,17.3,4286,16.15845846
460,8038,"Heard County, GA",1500,2016,13,149,19.7,2227,15.72656741
461,171983,"Henry County, GA",24528,2016,13,151,9.6,21101,12.48174402
462,114140,"Houston County, GA",17758,2016,13,153,14.9,22347,13.46343387
463,5846,"Irwin County, GA",946,2016,13,155,23.6,1997,13.92815077
464,47499,"Jackson County, GA",7955,2016,13,157,12.7,8097,14.34522307
465,9330,"Jasper County, GA",1988,2016,13,159,16.9,2282,17.5649408
466,10110,"Jeff Davis County, GA",2371,2016,13,161,23.9,3508,18.99687525
467,10212,"Jefferson County, GA",2283,2016,13,163,25.2,3867,18.27130852
468,5053,"Jenkins County, GA",1113,2016,13,165,34.2,2606,18.05060006
469,5417,"Johnson County, GA",912,2016,13,167,29.4,2277,14.40985938
470,20604,"Jones County, GA",3097,2016,13,169,12.3,3482,13.0669592
471,12167,"Lamar County, GA",2061,2016,13,171,18.2,3142,14.48552151
472,7388,"Lanier County, GA",1463,2016,13,173,22.8,2316,16.52920574
