,NIC_PT,NAME,NUI_PT,time,state,county,SAEPOVRTALL_PT,SAEPOVALL_PT,unemployed_percentage,State,County
27420,93858,"Washington County, RI",3304,2016,44,009,9.8,11789,4.8, RI,Washington County
27421,16664,"Abbeville County, SC",2295,2016,45,001,15.3,3689,5.5, SC,Abbeville County
27422,118602,"Aiken County, SC",15802,2016,45,003,17,28039,5.0, SC,Aiken County
27423,5451,"Allendale County, SC",689,2016,45,005,38.2,3013,8.5, SC,Allendale County
27424,141090,"Anderson County, SC",18515,2016,45,007,15.4,29703,4.6, SC,Anderson County
27425,9452,"Bamberg County, SC",1335,2016,45,009,28.4,3885,9.0, SC,Bamberg County
27426,15534,"Barnwell County, SC",1904,2016,45,011,22.6,4789,7.3, SC,Barnwell County
27427,112692,"Beaufort County, SC",18431,2016,45,013,10.3,18326,4.8, SC,Beaufort County
27428,159823,"Berkeley County, SC",20180,2016,45,015,12.3,25313,4.6, SC,Berkeley County
27429,10076,"Calhoun County, SC",1433,2016,45,017,16.2,2370,6.2, SC,Calhoun County
27430,285481,"Charleston County, SC",40835,2016,45,019,15,57691,4.1, SC,Charleston County
27431,40929,"Cherokee County, SC",5518,2016,45,021,18.6,10318,5.9, SC,Cherokee County
27432,23012,"Chester County, SC",3076,2016,45,023,19.8,6328,7.2, SC,Chester County
27433,32343,"Chesterfield County, SC",5224,2016,45,025,20.5,9310,5.0, SC,Chesterfield County
27434,21430,"Clarendon County, SC",3477,2016,45,027,24.9,8045,6.6, SC,Clarendon County
27435,25875,"Colleton County, SC",4016,2016,45,029,23.4,8774,5.6, SC,Colleton County
27436,47162,"Darlington County, SC",6656,2016,45,031,21.1,13878,6.2, SC,Darlington County
27437,21577,"Dillon County, SC",3647,2016,45,033,25.6,7757,6.7, SC,Dillon County
27438,119490,"Dorchester County, SC",13211,2016,45,035,9.5,14329,4.6, SC,Dorchester County
27439,16806,"Edgefield County, SC",2424,2016,45,037,17.7,4180,5.6, SC,Edgefield County
27440,15632,"Fairfield County, SC",2171,2016,45,039,21.2,4715,7.2, SC,Fairfield County
27441,101669,"Florence County, SC",11668,2016,45,041,18.3,24811,5.2, SC,Florence County
27442,38615,"Georgetown County, SC",6228,2016,45,043,15.2,9222,6.8, SC,Georgetown County
27443,363365,"Greenville County, SC",51503,2016,45,045,10.9,53113,4.2, SC,Greenville County
27444,47858,"Greenwood County, SC",7474,2016,45,047,21.7,14687,5.2, SC,Greenwood County
27445,13118,"Hampton County, SC",1752,2016,45,049,22.3,4104,5.8, SC,Hampton County
27446,206835,"Horry County, SC",39291,2016,45,051,15,47767,5.8, SC,Horry County
27447,17628,"Jasper County, SC",3895,2016,45,053,20.7,5570,4.3, SC,Jasper County
27448,46495,"Kershaw County, SC",6276,2016,45,055,15.6,9941,5.2, SC,Kershaw County
27449,62556,"Lancaster County, SC",7205,2016,45,057,13,11381,5.3, SC,Lancaster County
27450,46476,"Laurens County, SC",6315,2016,45,059,18.2,11753,5.2, SC,Laurens County
27451,11105,"Lee County, SC",1619,2016,45,061,27.7,4443,7.0, SC,Lee County
27452,216022,"Lexington County, SC",26350,2016,45,063,11.7,33254,4.1, SC,Lexington County
27453,4790,"McCormick County, SC",604,2016,45,065,18.1,1538,5.5, SC,McCormick County
27454,22025,"Marion County, SC",3347,2016,45,067,25.2,7915,8.7, SC,Marion County
27455,16778,"Marlboro County, SC",2678,2016,45,069,28.1,6743,8.4, SC,Marlboro County
27456,25734,"Newberry County, SC",4003,2016,45,071,18.9,6967,4.4, SC,Newberry County
27457,50272,"Oconee County, SC",8331,2016,45,073,14.6,11021,5.1, SC,Oconee County
27458,59445,"Orangeburg County, SC",8866,2016,45,075,22.7,19239,8.8, SC,Orangeburg County
27459,84493,"Pickens County, SC",12359,2016,45,077,14.9,17297,5.0, SC,Pickens County
27460,298461,"Richland County, SC",31317,2016,45,079,16.4,61910,4.8, SC,Richland County
27461,13318,"Saluda County, SC",2805,2016,45,081,16.7,3329,4.5, SC,Saluda County
27462,215601,"Spartanburg County, SC",31050,2016,45,083,15.6,45637,4.7, SC,Spartanburg County
27463,77206,"Sumter County, SC",10544,2016,45,085,20.4,21320,5.8, SC,Sumter County
27464,19365,"Union County, SC",2504,2016,45,087,21.2,5756,6.2, SC,Union County
27465,21255,"Williamsburg County, SC",2977,2016,45,089,29.8,9141,7.7, SC,Williamsburg County
27466,197511,"York County, SC",22999,2016,45,091,10.7,27264,4.6, SC,York County
27467,1831,"Aurora County, SD",266,2016,46,003,10.4,275,2.2, SD,Aurora County
27468,12748,"Beadle County, SD",1898,2016,46,005,14,2484,2.6, SD,Beadle County
27469,2294,"Bennett County, SD",605,2016,46,007,33.8,1159,3.9, SD,Bennett County
27470,3826,"Bon Homme County, SD",457,2016,46,009,14.6,811,2.7, SD,Bon Homme County
27471,24935,"Brookings County, SD",2291,2016,46,011,14,4307,2.8, SD,Brookings County
27472,29102,"Brown County, SD",2987,2016,46,013,10.6,4025,2.7, SD,Brown County
27473,3543,"Brule County, SD",646,2016,46,015,12.7,652,2.6, SD,Brule County
27474,1474,"Buffalo County, SD",321,2016,46,017,39.5,804,8.3, SD,Buffalo County
27475,7096,"Butte County, SD",988,2016,46,019,13.9,1399,3.5, SD,Butte County
27476,937,"Campbell County, SD",98,2016,46,021,9.6,131,2.9, SD,Campbell County
27477,6125,"Charles Mix County, SD",1250,2016,46,023,21.7,1951,3.2, SD,Charles Mix County
27478,2519,"Clark County, SD",367,2016,46,025,11.6,398,3.9, SD,Clark County
27479,9103,"Clay County, SD",1246,2016,46,027,20,2393,3.0, SD,Clay County
27480,21283,"Codington County, SD",2112,2016,46,029,11.8,3264,3.1, SD,Codington County
27481,2858,"Corson County, SD",657,2016,46,031,39.1,1614,4.5, SD,Corson County
27482,5446,"Custer County, SD",652,2016,46,033,10.6,882,4.0, SD,Custer County
27483,14429,"Davison County, SD",1376,2016,46,035,10.8,2069,2.4, SD,Davison County
27484,3474,"Day County, SD",620,2016,46,037,14,759,4.3, SD,Day County
27485,2952,"Deuel County, SD",348,2016,46,039,9.8,411,4.9, SD,Deuel County
27486,4065,"Dewey County, SD",946,2016,46,041,27.5,1571,9.0, SD,Dewey County
27487,1926,"Douglas County, SD",241,2016,46,043,11,309,2.5, SD,Douglas County
27488,2802,"Edmunds County, SD",293,2016,46,045,10.1,377,2.3, SD,Edmunds County
27489,4307,"Fall River County, SD",491,2016,46,047,12.9,862,4.4, SD,Fall River County
27490,1653,"Faulk County, SD",146,2016,46,049,13.8,298,2.7, SD,Faulk County
27491,5083,"Grant County, SD",540,2016,46,051,9.9,705,3.2, SD,Grant County
27492,2622,"Gregory County, SD",475,2016,46,053,15.9,655,3.0, SD,Gregory County
27493,1273,"Haakon County, SD",177,2016,46,055,11.2,209,2.4, SD,Haakon County
27494,4474,"Hamlin County, SD",460,2016,46,057,9.5,557,3.4, SD,Hamlin County
27495,2282,"Hand County, SD",208,2016,46,059,9,295,2.1, SD,Hand County
27496,2654,"Hanson County, SD",258,2016,46,061,8.8,282,3.4, SD,Hanson County
27497,925,"Harding County, SD",121,2016,46,063,11.4,143,2.9, SD,Harding County
27498,12903,"Hughes County, SD",1363,2016,46,065,8.5,1430,2.4, SD,Hughes County
27499,5035,"Hutchinson County, SD",598,2016,46,067,12.7,872,2.6, SD,Hutchinson County
27500,928,"Hyde County, SD",95,2016,46,069,9.3,122,2.7, SD,Hyde County
27501,2180,"Jackson County, SD",587,2016,46,071,30.7,1011,4.2, SD,Jackson County
27502,1354,"Jerauld County, SD",136,2016,46,073,12.6,240,2.4, SD,Jerauld County
27503,605,"Jones County, SD",112,2016,46,075,13,120,2.3, SD,Jones County
27504,3534,"Kingsbury County, SD",318,2016,46,077,9.4,457,2.6, SD,Kingsbury County
27505,8797,"Lake County, SD",798,2016,46,079,8.6,1049,3.4, SD,Lake County
27506,17739,"Lawrence County, SD",1866,2016,46,081,11.9,2907,3.3, SD,Lawrence County
27507,46501,"Lincoln County, SD",2582,2016,46,083,3.7,2007,2.2, SD,Lincoln County
27508,2643,"Lyman County, SD",569,2016,46,085,22.3,860,4.6, SD,Lyman County
27509,4044,"McCook County, SD",432,2016,46,087,10,545,2.5, SD,McCook County
27510,1585,"McPherson County, SD",180,2016,46,089,15.1,340,3.4, SD,McPherson County
27511,3186,"Marshall County, SD",625,2016,46,091,11,508,3.9, SD,Marshall County
27512,20539,"Meade County, SD",2349,2016,46,093,9.9,2666,3.2, SD,Meade County
27513,1371,"Mellette County, SD",317,2016,46,095,33,676,4.2, SD,Mellette County
27514,1620,"Miner County, SD",154,2016,46,097,12.2,272,2.7, SD,Miner County
27515,143450,"Minnehaha County, SD",15523,2016,46,099,9.9,18046,2.6, SD,Minnehaha County
27516,4575,"Moody County, SD",782,2016,46,101,10.5,676,3.7, SD,Moody County
27517,10796,"Oglala Lakota County, SD",1983,2016,46,102,40.7,5854,10.8, SD,Oglala Lakota County
27518,79662,"Pennington County, SD",9220,2016,46,103,14.5,15515,3.1, SD,Pennington County
27519,1941,"Perkins County, SD",311,2016,46,105,12.7,374,2.9, SD,Perkins County
27520,1448,"Potter County, SD",159,2016,46,107,9.8,219,2.7, SD,Potter County
27521,6634,"Roberts County, SD",1458,2016,46,109,17.9,1801,4.2, SD,Roberts County
27522,1762,"Sanborn County, SD",178,2016,46,111,11.7,268,3.0, SD,Sanborn County
27523,4444,"Spink County, SD",501,2016,46,115,11,676,3.1, SD,Spink County
27524,2215,"Stanley County, SD",223,2016,46,117,7.9,237,2.4, SD,Stanley County
27525,1014,"Sully County, SD",124,2016,46,119,7.2,102,2.3, SD,Sully County
27526,7365,"Todd County, SD",1503,2016,46,121,48.6,4928,6.5, SD,Todd County
27527,3552,"Tripp County, SD",621,2016,46,123,17.3,928,2.3, SD,Tripp County
27528,5978,"Turner County, SD",596,2016,46,125,9.2,752,2.8, SD,Turner County
27529,11864,"Union County, SD",797,2016,46,127,6.6,981,3.1, SD,Union County
27530,3648,"Walworth County, SD",522,2016,46,129,14.8,810,5.1, SD,Walworth County
27531,15322,"Yankton County, SD",1510,2016,46,135,11.8,2428,2.6, SD,Yankton County
27532,2050,"Ziebach County, SD",456,2016,46,137,43.7,1223,4.5, SD,Ziebach County
27533,54760,"Anderson County, TN",5550,2016,47,001,14.4,10753,4.9, TN,Anderson County
27534,34639,"Bedford County, TN",5173,2016,47,003,14.7,6885,5.0, TN,Bedford County
27535,10684,"Benton County, TN",1431,2016,47,005,17.9,2831,7.1, TN,Benton County
27536,8150,"Bledsoe County, TN",1331,2016,47,007,23.8,2889,6.9, TN,Bledsoe County
27537,92081,"Blount County, TN",10388,2016,47,009,11.4,14401,4.4, TN,Blount County
27538,73780,"Bradley County, TN",11037,2016,47,011,14.2,14448,4.4, TN,Bradley County
27539,27589,"Campbell County, TN",3616,2016,47,013,24.1,9398,6.9, TN,Campbell County
27540,9963,"Cannon County, TN",1339,2016,47,015,15.5,2149,4.6, TN,Cannon County
27541,19110,"Carroll County, TN",2102,2016,47,017,18.3,4894,6.7, TN,Carroll County
27542,38850,"Carter County, TN",5004,2016,47,019,21.5,11903,5.6, TN,Carter County
27543,30766,"Cheatham County, TN",3197,2016,47,021,11.1,4375,4.0, TN,Cheatham County
27544,11670,"Chester County, TN",1538,2016,47,023,16,2573,5.0, TN,Chester County
27545,21972,"Claiborne County, TN",2461,2016,47,025,25.4,7735,6.2, TN,Claiborne County
27546,5049,"Clay County, TN",714,2016,47,027,22,1681,6.5, TN,Clay County
27547,24589,"Cocke County, TN",3002,2016,47,029,24.2,8448,6.3, TN,Cocke County
27548,39910,"Coffee County, TN",4851,2016,47,031,14.3,7705,4.7, TN,Coffee County
27549,10053,"Crockett County, TN",1620,2016,47,033,17.6,2491,5.2, TN,Crockett County
27550,35796,"Cumberland County, TN",5013,2016,47,035,15.3,8841,5.9, TN,Cumberland County
27551,507673,"Davidson County, TN",73272,2016,47,037,15.1,99415,3.6, TN,Davidson County
27552,7845,"Decatur County, TN",1084,2016,47,039,18.8,2164,6.9, TN,Decatur County
27553,13555,"DeKalb County, TN",2007,2016,47,041,19.8,3760,5.6, TN,DeKalb County
27554,38737,"Dickson County, TN",4878,2016,47,043,13.5,6973,4.3, TN,Dickson County
27555,27720,"Dyer County, TN",3029,2016,47,045,20,7402,6.2, TN,Dyer County
27556,28438,"Fayette County, TN",2904,2016,47,047,14.5,5655,5.0, TN,Fayette County
27557,12233,"Fentress County, TN",1728,2016,47,049,21.4,3812,6.1, TN,Fentress County
27558,28132,"Franklin County, TN",3434,2016,47,051,15.5,6143,4.8, TN,Franklin County
27559,36256,"Gibson County, TN",3673,2016,47,053,16.9,8157,5.8, TN,Gibson County
27560,20337,"Giles County, TN",2662,2016,47,055,16.7,4751,4.0, TN,Giles County
27561,16208,"Grainger County, TN",2230,2016,47,057,20,4563,5.4, TN,Grainger County
27562,47062,"Greene County, TN",5761,2016,47,059,17,11398,5.4, TN,Greene County
27563,8889,"Grundy County, TN",1434,2016,47,061,22.6,2969,6.5, TN,Grundy County
27564,44655,"Hamblen County, TN",6756,2016,47,063,18.5,11601,5.1, TN,Hamblen County
27565,262008,"Hamilton County, TN",28689,2016,47,065,13.5,47050,4.6, TN,Hamilton County
27566,4489,"Hancock County, TN",603,2016,47,067,30.9,1983,7.9, TN,Hancock County
27567,15388,"Hardeman County, TN",1886,2016,47,069,25.2,5443,6.1, TN,Hardeman County
27568,17501,"Hardin County, TN",2293,2016,47,071,21.5,5438,6.0, TN,Hardin County
27569,39953,"Hawkins County, TN",4742,2016,47,073,19.2,10717,5.4, TN,Hawkins County
27570,12964,"Haywood County, TN",1510,2016,47,075,20,3530,6.5, TN,Haywood County
27571,20143,"Henderson County, TN",2513,2016,47,077,17.4,4777,6.8, TN,Henderson County
27572,21743,"Henry County, TN",2868,2016,47,079,19.5,6187,5.9, TN,Henry County
27573,16751,"Hickman County, TN",2373,2016,47,081,20.7,4754,4.6, TN,Hickman County
27574,5649,"Houston County, TN",736,2016,47,083,17.8,1413,7.5, TN,Houston County
27575,13155,"Humphreys County, TN",1424,2016,47,085,18.4,3318,6.0, TN,Humphreys County
27576,7722,"Jackson County, TN",1166,2016,47,087,21.9,2479,7.0, TN,Jackson County
27577,37031,"Jefferson County, TN",4519,2016,47,089,15.7,8112,5.3, TN,Jefferson County
27578,10652,"Johnson County, TN",1483,2016,47,091,25.4,4038,4.8, TN,Johnson County
27579,343142,"Knox County, TN",34810,2016,47,093,14.8,65480,4.0, TN,Knox County
27580,3582,"Lake County, TN",452,2016,47,095,42.7,2151,7.8, TN,Lake County
27581,17903,"Lauderdale County, TN",2257,2016,47,097,24.9,6025,7.7, TN,Lauderdale County
27582,31012,"Lawrence County, TN",4018,2016,47,099,16.7,7076,5.7, TN,Lawrence County
27583,8288,"Lewis County, TN",1090,2016,47,101,18.5,2163,5.9, TN,Lewis County
27584,23977,"Lincoln County, TN",3011,2016,47,103,16.7,5546,4.1, TN,Lincoln County
27585,33389,"Loudon County, TN",4702,2016,47,105,10.6,5414,4.7, TN,Loudon County
27586,37490,"McMinn County, TN",4359,2016,47,107,16.9,8740,5.4, TN,McMinn County
27587,17903,"McNairy County, TN",2419,2016,47,109,22,5623,7.0, TN,McNairy County
27588,16618,"Macon County, TN",2815,2016,47,111,17.9,4117,4.3, TN,Macon County
27589,70892,"Madison County, TN",7113,2016,47,113,19,17777,4.8, TN,Madison County
27590,20554,"Marion County, TN",2228,2016,47,115,18.3,5157,6.3, TN,Marion County
27591,23639,"Marshall County, TN",3028,2016,47,117,13.2,4148,4.6, TN,Marshall County
27592,68305,"Maury County, TN",7117,2016,47,119,11.5,10204,4.0, TN,Maury County
27593,8304,"Meigs County, TN",1123,2016,47,121,18.3,2164,6.8, TN,Meigs County
27594,31483,"Monroe County, TN",4468,2016,47,123,19.3,8753,5.3, TN,Monroe County
27595,158964,"Montgomery County, TN",15343,2016,47,125,12.9,24640,5.1, TN,Montgomery County
27596,4512,"Moore County, TN",454,2016,47,127,10.9,678,3.8, TN,Moore County
27597,13889,"Morgan County, TN",1839,2016,47,129,22.7,4368,6.4, TN,Morgan County
27598,21384,"Obion County, TN",2681,2016,47,131,18.6,5604,7.0, TN,Obion County
27599,15228,"Overton County, TN",2074,2016,47,133,18.7,4066,5.3, TN,Overton County
27600,5409,"Perry County, TN",716,2016,47,135,22.1,1728,6.3, TN,Perry County
27601,3326,"Pickett County, TN",396,2016,47,137,17,856,6.5, TN,Pickett County
27602,11740,"Polk County, TN",1428,2016,47,139,16.2,2670,5.7, TN,Polk County
27603,53541,"Putnam County, TN",7444,2016,47,141,19.2,14046,4.9, TN,Putnam County
27604,22503,"Rhea County, TN",3210,2016,47,143,18.2,5739,7.1, TN,Rhea County
27605,36819,"Roane County, TN",4027,2016,47,145,14.2,7416,5.6, TN,Roane County
27606,52763,"Robertson County, TN",6192,2016,47,147,10.3,7061,4.1, TN,Robertson County
27607,249626,"Rutherford County, TN",24067,2016,47,149,10.3,31097,3.7, TN,Rutherford County
27608,16027,"Scott County, TN",2017,2016,47,151,22,4755,7.4, TN,Scott County
27609,10493,"Sequatchie County, TN",1224,2016,47,153,17.7,2598,5.8, TN,Sequatchie County
27610,65462,"Sevier County, TN",11903,2016,47,155,15.1,14386,4.9, TN,Sevier County
27611,703728,"Shelby County, TN",92483,2016,47,157,20.8,190199,5.3, TN,Shelby County
27612,14526,"Smith County, TN",1668,2016,47,159,14.6,2801,4.6, TN,Smith County
27613,9328,"Stewart County, TN",1178,2016,47,161,16.4,2144,6.8, TN,Stewart County
27614,109883,"Sullivan County, TN",12070,2016,47,163,16.4,25304,5.2, TN,Sullivan County
27615,138878,"Sumner County, TN",13249,2016,47,165,9.7,17288,3.9, TN,Sumner County
27616,46724,"Tipton County, TN",5161,2016,47,167,16.1,9698,5.7, TN,Tipton County
27617,6063,"Trousdale County, TN",846,2016,47,169,15.3,1244,4.8, TN,Trousdale County
27618,11943,"Unicoi County, TN",1582,2016,47,171,17.3,3006,7.1, TN,Unicoi County
27619,13659,"Union County, TN",1956,2016,47,173,22.2,4204,5.8, TN,Union County
27620,3834,"Van Buren County, TN",511,2016,47,175,19.1,1063,6.1, TN,Van Buren County
27621,28406,"Warren County, TN",4490,2016,47,177,19.4,7736,4.8, TN,Warren County
27622,91752,"Washington County, TN",9940,2016,47,179,14.8,18319,4.8, TN,Washington County
27623,10091,"Wayne County, TN",1404,2016,47,181,20.9,3032,6.6, TN,Wayne County
27624,23448,"Weakley County, TN",2501,2016,47,183,20.8,6591,5.8, TN,Weakley County
27625,18625,"White County, TN",2325,2016,47,185,17.7,4624,5.0, TN,White County
27626,182950,"Williamson County, TN",11006,2016,47,187,5.2,11292,3.4, TN,Williamson County
27627,103900,"Wilson County, TN",8508,2016,47,189,8.1,10632,3.8, TN,Wilson County
27628,29961,"Anderson County, TX",6394,2016,48,001,20.5,9044,4.3, TX,Anderson County
27629,13009,"Andrews County, TX",2897,2016,48,003,11.7,2073,4.7, TX,Andrews County
27630,57478,"Angelina County, TX",14196,2016,48,005,19,16085,5.9, TX,Angelina County
27631,14445,"Aransas County, TX",3902,2016,48,007,18.8,4751,5.6, TX,Aransas County
27632,5810,"Archer County, TX",1263,2016,48,009,10.5,909,4.3, TX,Archer County
27633,1235,"Armstrong County, TX",229,2016,48,011,10.8,197,2.8, TX,Armstrong County
27634,33953,"Atascosa County, TX",7590,2016,48,013,16.3,7867,5.3, TX,Atascosa County
27635,19751,"Austin County, TX",4429,2016,48,015,14.3,4213,5.3, TX,Austin County
27636,4445,"Bailey County, TX",1596,2016,48,017,16.6,1165,4.4, TX,Bailey County
27637,13050,"Bandera County, TX",2865,2016,48,019,14.6,3138,4.1, TX,Bandera County
27638,54280,"Bastrop County, TX",14519,2016,48,021,13.2,10632,3.7, TX,Bastrop County
27639,2291,"Baylor County, TX",461,2016,48,023,17.6,630,3.6, TX,Baylor County
27640,17586,"Bee County, TX",3916,2016,48,025,27,6798,7.5, TX,Bee County
27641,256503,"Bell County, TX",40741,2016,48,027,12.9,42739,4.5, TX,Bell County
27642,1386978,"Bexar County, TX",276390,2016,48,029,16.3,306859,3.7, TX,Bexar County
27643,6698,"Blanco County, TX",1935,2016,48,031,10.7,1207,3.1, TX,Blanco County
27644,438,"Borden County, TX",69,2016,48,033,10.6,67,3.6, TX,Borden County
27645,10474,"Bosque County, TX",3068,2016,48,035,15.8,2797,4.3, TX,Bosque County
27646,61679,"Bowie County, TX",11463,2016,48,037,19.3,16884,4.7, TX,Bowie County
27647,258781,"Brazoria County, TX",45562,2016,48,039,9.9,34053,5.2, TX,Brazoria County
27648,156366,"Brazos County, TX",30850,2016,48,041,24.9,51022,3.5, TX,Brazos County
27649,5924,"Brewster County, TX",1276,2016,48,043,14.9,1365,3.8, TX,Brewster County
27650,764,"Briscoe County, TX",345,2016,48,045,15.4,226,4.4, TX,Briscoe County
27651,4770,"Brooks County, TX",1045,2016,48,047,32.2,2299,11.8, TX,Brooks County
27652,24461,"Brown County, TX",5028,2016,48,049,17.1,6217,4.3, TX,Brown County
27653,11467,"Burleson County, TX",2713,2016,48,051,14.4,2519,4.6, TX,Burleson County
27654,28072,"Burnet County, TX",6937,2016,48,053,11.5,5181,3.5, TX,Burnet County
27655,26814,"Caldwell County, TX",7105,2016,48,055,16.6,6552,4.3, TX,Caldwell County
27656,14811,"Calhoun County, TX",3335,2016,48,057,15.7,3420,5.6, TX,Calhoun County
27657,8936,"Callahan County, TX",2088,2016,48,059,14.9,2032,4.3, TX,Callahan County
27658,254068,"Cameron County, TX",106485,2016,48,061,29.1,121665,7.2, TX,Cameron County
27659,8350,"Camp County, TX",2168,2016,48,063,19.2,2456,6.8, TX,Camp County
27660,4301,"Carson County, TX",761,2016,48,065,8.6,519,3.3, TX,Carson County
27661,19885,"Cass County, TX",3637,2016,48,067,17.4,5206,7.2, TX,Cass County
27662,4711,"Castro County, TX",1792,2016,48,069,18.1,1372,3.1, TX,Castro County
27663,29762,"Chambers County, TX",5524,2016,48,071,9.2,3646,6.1, TX,Chambers County
27664,31307,"Cherokee County, TX",9108,2016,48,073,19.4,9463,5.1, TX,Cherokee County
27665,3829,"Childress County, TX",766,2016,48,075,21.5,1203,3.0, TX,Childress County
27666,6642,"Clay County, TX",1411,2016,48,077,13.3,1345,4.4, TX,Clay County
27667,1728,"Cochran County, TX",686,2016,48,079,23.5,665,5.0, TX,Cochran County
27668,1989,"Coke County, TX",414,2016,48,081,15.6,501,4.2, TX,Coke County
27669,5069,"Coleman County, TX",1303,2016,48,083,20.1,1681,5.8, TX,Coleman County
27670,749098,"Collin County, TX",90995,2016,48,085,6.3,58619,3.5, TX,Collin County
27671,1722,"Collingsworth County, TX",726,2016,48,087,19.7,584,3.5, TX,Collingsworth County
27672,13172,"Colorado County, TX",3218,2016,48,089,14.5,2985,4.7, TX,Colorado County
27673,94238,"Comal County, TX",15496,2016,48,091,8.6,11496,3.6, TX,Comal County
27674,7698,"Comanche County, TX",2493,2016,48,093,17.1,2271,4.3, TX,Comanche County
27675,1648,"Concho County, TX",372,2016,48,095,25.8,682,3.4, TX,Concho County
27676,25283,"Cooke County, TX",6491,2016,48,097,13.8,5330,4.0, TX,Cooke County
27677,48637,"Coryell County, TX",7510,2016,48,099,14.2,8991,4.7, TX,Coryell County
27678,786,"Cottle County, TX",280,2016,48,101,21.4,300,5.1, TX,Cottle County
27679,3385,"Crane County, TX",834,2016,48,103,10.3,488,8.6, TX,Crane County
27680,2424,"Crockett County, TX",633,2016,48,105,16.9,612,7.5, TX,Crockett County
27681,3786,"Crosby County, TX",1041,2016,48,107,24.1,1425,4.4, TX,Crosby County
27682,1323,"Culberson County, TX",447,2016,48,109,23.6,516,4.1, TX,Culberson County
27683,4723,"Dallam County, TX",1659,2016,48,111,11.3,793,2.2, TX,Dallam County
27684,1783772,"Dallas County, TX",492034,2016,48,113,16.3,413956,4.0, TX,Dallas County
27685,7650,"Dawson County, TX",2131,2016,48,115,21.4,2508,5.0, TX,Dawson County
27686,12370,"Deaf Smith County, TX",3901,2016,48,117,17.1,3177,3.1, TX,Deaf Smith County
27687,3312,"Delta County, TX",739,2016,48,119,18.5,953,3.8, TX,Delta County
27688,637846,"Denton County, TX",83638,2016,48,121,8.2,65057,3.4, TX,Denton County
27689,12653,"DeWitt County, TX",2576,2016,48,123,18.2,3462,5.5, TX,DeWitt County
27690,1069,"Dickens County, TX",337,2016,48,125,21.8,406,4.9, TX,Dickens County
27691,7394,"Dimmit County, TX",1650,2016,48,127,27.6,2940,7.1, TX,Dimmit County
27692,1883,"Donley County, TX",536,2016,48,129,18.6,593,4.1, TX,Donley County
27693,7189,"Duval County, TX",1654,2016,48,131,26.3,2857,10.9, TX,Duval County
27694,10834,"Eastland County, TX",2837,2016,48,133,20,3475,5.4, TX,Eastland County
27695,110445,"Ector County, TX",29226,2016,48,135,13.9,21548,6.4, TX,Ector County
27696,1060,"Edwards County, TX",344,2016,48,137,23.3,443,4.6, TX,Edwards County
27697,121067,"Ellis County, TX",25255,2016,48,139,9.7,16121,3.7, TX,Ellis County
27698,568161,"El Paso County, TX",152482,2016,48,141,22.7,186707,4.9, TX,El Paso County
27699,25274,"Erath County, TX",7032,2016,48,143,19.5,7361,4.1, TX,Erath County
27700,9918,"Falls County, TX",2429,2016,48,145,25.6,3915,4.4, TX,Falls County
27701,19758,"Fannin County, TX",5286,2016,48,147,16.1,5015,3.8, TX,Fannin County
27702,15283,"Fayette County, TX",3651,2016,48,149,11.1,2750,3.6, TX,Fayette County
27703,2431,"Fisher County, TX",524,2016,48,151,15.6,597,4.3, TX,Fisher County
27704,3683,"Floyd County, TX",1087,2016,48,153,22.8,1339,5.0, TX,Floyd County
27705,668,"Foard County, TX",212,2016,48,155,18,207,3.7, TX,Foard County
27706,580262,"Fort Bend County, TX",79016,2016,48,157,8.3,60925,5.0, TX,Fort Bend County
27707,6866,"Franklin County, TX",1477,2016,48,159,15.8,1659,4.9, TX,Franklin County
27708,11468,"Freestone County, TX",2926,2016,48,161,19.1,3435,6.7, TX,Freestone County
27709,10661,"Frio County, TX",2674,2016,48,163,25.8,4005,4.9, TX,Frio County
27710,12834,"Gaines County, TX",5733,2016,48,165,14.6,2982,3.7, TX,Gaines County
27711,236689,"Galveston County, TX",43977,2016,48,167,12.9,41747,5.3, TX,Galveston County
27712,2777,"Garza County, TX",797,2016,48,169,30,1290,3.9, TX,Garza County
27713,14197,"Gillespie County, TX",4392,2016,48,171,9.8,2563,2.8, TX,Gillespie County
27714,916,"Glasscock County, TX",232,2016,48,173,8.7,114,3.9, TX,Glasscock County
27715,5030,"Goliad County, TX",835,2016,48,175,14.3,1059,5.8, TX,Goliad County
27716,12973,"Gonzales County, TX",4298,2016,48,177,17.1,3519,4.2, TX,Gonzales County
27717,13451,"Gray County, TX",3881,2016,48,179,19.4,4001,6.9, TX,Gray County
27718,84212,"Grayson County, TX",20325,2016,48,181,13.2,16550,3.8, TX,Grayson County
27719,82498,"Gregg County, TX",19949,2016,48,183,17.4,20929,6.1, TX,Gregg County
27720,16050,"Grimes County, TX",4279,2016,48,185,16.7,4124,6.6, TX,Grimes County
27721,112896,"Guadalupe County, TX",19985,2016,48,187,9.8,15051,3.6, TX,Guadalupe County
27722,20829,"Hale County, TX",6218,2016,48,189,21.6,6809,5.6, TX,Hale County
27723,1683,"Hall County, TX",705,2016,48,191,25.8,795,6.7, TX,Hall County
27724,4704,"Hamilton County, TX",1400,2016,48,193,15.1,1229,4.9, TX,Hamilton County
27725,3444,"Hansford County, TX",1253,2016,48,195,13.4,730,3.1, TX,Hansford County
27726,2365,"Hardeman County, TX",756,2016,48,197,17.8,692,3.9, TX,Hardeman County
